                                            GP/PARI CALCULATOR Version 2.7.5 (released)
                                    amd64 running linux (x86-64/GMP-6.0.0 kernel) 64-bit version
                            compiled: Nov 10 2015, gcc version 5.2.1 20151028 (Ubuntu 5.2.1-23ubuntu1) 
                                                     threading engine: pthread
                                           (readline v6.3 enabled, extended help enabled)

                                               Copyright (C) 2000-2015 The PARI Group

PARI/GP is free software, covered by the GNU General Public License, and comes WITHOUT ANY WARRANTY WHATSOEVER.

Type ? for help, \q to quit.
Type ?12 for how to get moral (and possibly technical) support.

parisize = 8000000, primelimit = 500000
   realprecision = 115 significant digits (100 digits displayed)
1000911.714588551715095671291977490386701461203180907357739856954283839958161660568877682281537995783 + 0.06425273757274568181899416751223766388264922344305672715614213600444446384864009249727088860813825882*I
1000913.507172077941902893911008498573748558876979346083341857415159256638781523769111461238724157969 + 0.04110025207604524521797852689959527301863622516764420989397021977579910018791720583059796927401612413*I
1000917.062882698878777461499207909508486383965689897644692847258906456994462876270912468103459823351 + 0.04820405372064876345840165389595023000567531310058282988352557532116221156162189505790442496447419105*I
1000918.102784196793001834943852703571402859401792253748158445510519530418056081096005565339357291424 + 0.06259263638227756292019624094046850062549470721337344410812521764411122536004994650947457986152064340*I
1000921.633107891434518151531372449376621192458333404606104715802352519108879942316709133812456302056 + 0.04675500233201622561734765587277543430302525415946524926943200301970607275923779540176911738814937330*I
1000922.717420284232016156148093369959832829938547366153647659436533233588703155617391434613353966685 + 0.06547556144885668888828810069017168143538636724576256725977647969456478288138971015331985180548318954*I
1000925.104615402301678210699758242923889896243140879543631005641901628615509503043403534492021196411 + 0.04216121264426437533995021119022071281570187851581152432159492426259215094811787778323285931838573623*I
1000926.210272082404388336706104217396303949426892647891207921507417385686246289139684490022094863411 + 0.04414995280999041592685456155854518508674600405143548855737621033469264070033194508800680771719629624*I
1000926.210272082404388336706104217396303949426892647891207921507417385686246289139684490022094863411 + 0.04414995280999041592685456155854518508674600405143548855737621033469264070033194508800680771719629624*I
1000928.085789885468925415217312162925465218102213723210539123650989225726636465936404916373775319550 + 0.04398191856797861174929373567715021378704388910752283755343551938807963264254351390687221821999777622*I
1000929.066951133344828906468517009623066819595538941421462344446809261527595549827315664872799900577 + 0.04082053932626237889535346070679434173785787914756420767659030314604497121994111084623922135789987581*I
1000935.460317348183610021967447400105159137522145482921521415940905049632260904504641530509661365230 + 0.05995511385656685468644564864252488361188298422338988702553831192606596039036800685012271110597805749*I
1000937.145478795657626987009730885036806776809420317106099335058974011611441219771385054347389991725 + 0.05375130645431554379560683864400121942613337706133592780991249193708667492689357684406525696189385928*I
1000940.084258441311156975793970124735579154841541865254884900516787067502909058572114093563533676495 + 0.06415483837985837625603344661915802611086932916315577234944133496239487480160479783399882712068705643*I
1000943.590911043144760237451474907179198139233615460825364151027180434400208587603867600595588721136 + 0.05528710136050101051300185124351591786863631374300212884485844826093420625212831992030144432334204015*I
1000948.160571465455447647849294653621553714334155561631562421498275818283843804270067319858820812418 + 0.05395493877698201902618311944402581613303411591531025142860336251008049614559853242591711787084069070*I
1000952.807521037902045522911354110177747869058246764451913794947029523247399666839434121147860578763 + 0.05057180011623638288749061536175585498578964959010852947162026743105259630486165379810340591925469033*I
1000954.543085988003435899829314256176238823549293457741350034119417231511332347563420356508048389275 + 0.03353318560110577591369465249054961733313034365138795603180493281561050100803924809877907986297281269*I
1000959.119529125910591068776820800906898090058810092783676222141321140039029466959695158464243690869 + 0.05990545931537551706079532756324066796309228194468275350718106526613458648833178792065217794456466984*I
1000960.925237813965963576237836596994357589303658892034853664062120346303367531905450964100599754518 + 0.04634955784638345847883880583781565230319452042366923301483367823240041325573066115381728322948266542*I
1000965.525388180144459652437477603738913813086044808377614231577991124939066778803688676371936509015 + 0.06414257877390009509830423407813875430641819040727979235635791613108333473609781271798214285113865591*I
1000968.287800601185265351823967773378085011737597542388292881505888192162921445652923816536816102686 + 0.04998736352722874544939910596585413688616162849983224196333336629725669694319685917138675969226400594*I
1000971.836484735757549521291261159352624128967392952205789022558049472278058991601568555682905122521 + 0.04080635855424069593744655141344661262387430696232091982865750534566954574571972169988048174720592684*I
1000972.906281003747286250011013284445381714361596211702127535538562728857882152934258556075312366646 + 0.04777015327112186071513102258982486332935764287818795816758102246951516020241882225999820347102125719*I
1000976.477182870246713318170807859567240119809043843763014305577696006473892985218301084122001345677 + 0.05650055934893839062507892581464927861668645759104806445373423000188944119489830378580200701198382036*I
1000977.569713385322789441781941649660948872208828663435765325539011004878835898155315438528859768556 + 0.04428135453872952074461651394706728147622870853823255702168461595195579249401019115950647849874076397*I
1000982.908034055139731826502576674717186517405157096381250072038125944011036442908648613368703894938 + 0.04125146282752690396642407849852179700756406511235074607800092422485116869310054489730358131639430728*I
1000985.630257542612669782506656507444583491381396939661982325800579864767845055592056403513535204757 + 0.05841938958255629941514006331311535410845506850823467610531009929829927370027426982895129639256193284*I
1000990.255637474775376029454473799871710961185093940314315652742446227472824935977478384151600043432 + 0.05018134155784962964572993371382488747149763534292586021267433118379341347533143873528200160777963528*I
1000990.996321128973664165727781402235497286218939034146609817107264574304729459050853786503577947236 + 0.04692818051963353183818999771142738183322856295651103926199666964690087572728696542197511939893350997*I
1000995.609414475045300450536637862549025571776597935597239693257416930078694621683231256220091267594 + 0.05272602101027407243409567421209960998404985573490994539046433073888503639870789144045099128441465088*I
1000998.325861299998648833432607135373316428608653749485659354488999637021183682226414988152749123709 + 0.04066219073051337825223730686657817911707623014886104262797828875157467800165968645573929009101311212*I
Goodbye!
